R_01	R_02	R_03	R_04	R_05	R_06	R_07	R_08	R_09	S_01	S_02	S_03	S_04	S_05	S_06	S_07	S_08	S_09
NP_001019510.1	-0.199085875272701	-0.150448641887102	-0.50352703853283	-0.162234109394116	-0.539266297519835	-0.739580834052174	-0.539497488527118	-0.456235987776591	-0.050308110266702	-0.446787041810405	-0.955157168272465	-0.464978817629781	-1.03435333858365	0.0730172025268683	-0.255897803223404	-0.437509218367902	-0.699175183271276	-0.506203619534951
NP_001019516.1	-0.349659830573417	-0.338409125345849	0.213510347431069	-0.358455994018446	-0.375753813575578	-0.647723719264514	-0.735171803960632	-0.453445122253499	-0.473770668753362	-0.54692156066272	-0.957972945978061	-0.632608608431615	-1.10508991398903	-0.455158147114925	0.153528322257854	-0.384333501487586	-0.0149035289309792	-0.913313658947682
NP_001019532.1	-0.515120450820206	0.0305827615409239	-0.380478898204101	-0.598474899617877	-0.600376661687372	-0.837969752106416	-0.418596157847436	-0.174868656791996	0.0422094506517495	0.0206849281491623	-0.953011232454065	-0.450418249783851	-0.994700951973909	-1.29823648115627	-0.402338698438236	-0.179709186532991	-1.4237461051556	-0.411713350991594
NP_001019541.1	-0.535682116959824	-0.525288675370645	-0.576824140849487	-0.38934638460376	-0.540965389012053	-0.454865639726897	-0.399066955065571	-0.224489467585324	0.153582900975215	-0.790052757633056	-1.40751278877027	-0.660824854518381	-0.973695486173667	-0.895038105794353	-0.28424891506208	0.126067086526461	-0.975139437144402	-0.349383752179726
NP_001019914.1	-0.263068462490516	-0.122813986498825	-0.453000352410438	-0.293443314494881	-0.482151590561772	-0.728339170453639	-0.685467759778507	-0.293458173158184	0.0914899644647865	-0.343834848655389	-0.998454053023466	-0.489478852820433	-0.948415785208063	-0.386653675759712	-0.196898409995174	-0.132701418095448	-0.861174998548947	-0.371231223309588
NP_001019915.1	-0.0360571258640869	-0.239685042950267	-0.438038141241745	-0.186431603828426	-0.413744326062158	-0.81060236445641	-0.801669529914699	-0.962877960914242	-0.545309276939628	-0.214789396712701	-0.877964043692609	-0.508629335148783	-0.93064308952863	0.706119059523604	-0.53792597775567	-0.837276922251145	0.126356614048905	-0.75460398704661
NP_001019920.1	-0.395951816120228	-0.272033097628221	-0.619535971004239	-0.2375641759114	-0.541916171129529	-0.909292210886169	-0.815462300480592	-0.59323345591531	-0.26444694210525	-0.467249938546213	-1.05880347979764	-0.838916170141863	-1.02583719374711	-0.227818171129505	-0.358666168394721	-0.370925364715476	-0.893988137463426	-0.601557167880862
NP_001019923.1	-0.321021645101945	-0.23911156616553	-0.330281807665176	-0.152974879104342	-0.158000641743241	-0.753402939761947	-0.736430598745364	-0.619703807233542	-0.0928316871616454	-0.21174643376575	-0.781846818477525	-0.555976211656406	-1.05298364032569	-0.123395760998466	-0.354791840482188	-0.240976752474905	-0.684210409975018	-0.406781790804523
NP_001019924.1	-0.0429311214811067	-0.0255080262333091	-0.365125667875414	-0.0171261006813275	-0.14242964712889	-0.887814296118125	-0.636043760194966	-0.705029316901037	-0.205056583302992	-0.1132601757723	-0.805324167654491	-0.320975876624096	-0.941502933517936	-0.104421980400231	-0.319523118217345	-0.33057224894764	-0.729780905900387	-0.573483352691803
NP_001019925.1	-0.303390405602643	-0.170501911328538	-0.535919534283071	-0.28108186501217	-0.498127207198339	-0.871780120725087	-0.619133514510078	-0.509741781514201	-0.120653283833362	-0.376977429510688	-0.993408552094166	-0.639994494918827	-0.984115331723412	-0.314035156784913	-0.355966962622324	-0.4193019615433	-0.815009459183443	-0.540447796756621
NP_001019926.1	NA	NA	NA	NA	NA	-1.07197874155985	-0.710282220623082	-0.628933759927732	-0.708418257302934	NA	NA	NA	NA	-0.61593494622564	-0.252754314784909	-0.58471906368053	-0.994820547380742	-0.640766128103626
NP_001019927.1	-0.34047473566724	-0.111137960286942	-0.494866584622723	-0.0822519555681867	-0.442790490098573	-0.807942802824258	-0.667486161853993	-0.44206949226637	-0.173605914776791	-0.194283042113948	-1.08291889223777	-0.523264128370258	-1.02940249064367	-0.589195953484623	-0.297684849186968	-0.358684082866042	-0.863934591805554	-0.499168640300146
NP_001019928.1	-0.16389309259599	-0.131722258149583	-0.492200918990791	-0.0548132621342466	-0.277869765619828	-0.620693652675523	-0.30326501222924	-0.085837638166174	-0.37720774932048	-0.432029050966953	-1.13029159735844	-0.728558022894312	-1.19105035421024	-0.689356561332166	-0.785598787327441	0.0352723125773475	-1.39124148623329	-0.70062683591091
NP_001019940.1	-0.237628169149048	0.00968801936376446	-0.326790298026077	-0.143608482991188	-0.224719173132488	-0.97982117582789	0.0649703981250526	0.0461936556102498	-0.422015047574997	-0.103496526712745	-0.948679195971192	-0.83643825045169	-0.941132024884694	-0.346362407705021	-0.890128415324384	-0.744878243876592	-0.952482101162428	-0.876999201577442
NP_001019941.1	-0.317771984711305	-0.324781330164372	-0.541226767879116	-0.140713598645376	-0.598179970624339	-0.787515382917423	-0.582617701223087	-0.476127993383745	-0.108225921414767	-0.341515048998977	-1.13263437822253	-0.699844945589106	-1.04831794315631	-0.229336203807149	-0.160806241907128	-0.362889436924959	-0.599387331023472	-0.428450091133454
NP_001019951.1	-0.377838246205504	-0.14305052604728	-0.62501190459685	-0.574230320819441	-0.875151303258981	-0.866948231658457	-0.5932654287368	-0.647241184633776	-0.0355191936344582	0.201360077390153	-1.43174187752582	-0.831216612479193	-1.42799197180273	-0.235879924139158	-0.312830965158733	-0.370619118367734	-0.58929919497614	-0.379522777127896
NP_001019954.1	-0.0779305352059753	-0.231986422839137	-0.597410537731243	-0.15153743498889	-0.435539655016832	-0.743579851996821	-0.598202723137897	-0.392187508355675	-0.0829743848215472	-0.780338300831381	-1.0010585460305	-0.60066082388648	-0.930207032689989	-0.02223716361552	-0.367697784601842	-0.421455976044619	-0.482639475035782	-0.343296921181229
NP_001019955.2	-0.219346492215612	-0.202433711647566	-0.416651034792492	-0.153883349131437	-0.375616083458146	-1.04545579737626	-0.671180124977928	-0.387525610092211	-0.544289959280331	-0.182362201907271	-0.919721634286892	-0.543300558406708	-1.05677098827578	-0.830276474266327	-0.980371802297923	-0.610001374167421	-1.5458151243179	-0.916658275304346
NP_001019956.1	0.0929125685354802	-0.128867273203258	-0.571851644984721	0.00748699083693832	-0.340407053895615	-0.761759767219862	-0.766844310935946	-0.465570216078504	-0.178304315276692	-0.112090914631341	-0.83584042463091	-0.488370202606272	-0.765258512212636	0.0386767696792777	-0.235832078952027	-0.310334524361738	-0.610454250324116	-0.60055692382115
NP_001019969.2	-0.20167700303945	-0.145172300605857	-0.28056672769102	-0.216249694348971	-0.136460366674267	-0.712208066520154	-0.538793994822038	-0.38801164404045	-0.0302942764528551	-0.22851498100922	-0.991479754848244	-0.622547339174332	-1.03441800939608	-0.248436250937557	-0.27195300249312	-0.296187434396726	-0.657334776571807	-0.407176650434723
NP_001019970.1	0.338831240773998	0.605180468919345	0.492827126959982	-0.030366326352132	0.214488351055662	NA	NA	NA	NA	0.0821017475778206	-0.731830851227939	-0.586957988442978	-0.534210983662154	NA	NA	NA	NA	NA
NP_001019971.1	0.0537771594414014	-0.109881133048652	-0.461412734250569	-0.105644143682344	-0.374847034567671	-0.838259594498966	-0.75964307322771	-0.451271175500418	-0.187548465482609	-0.769153195581128	-0.863539221351477	-0.499106744684776	-0.835321694712692	-0.149307658495994	-0.480593935950862	-0.424419222552766	-0.741812832901437	-0.420979061611163
NP_001019972.1	-0.113372471279644	-0.152082213001459	-0.577385194590243	-0.22633113021769	-0.597787189761697	-0.978209237512967	-0.690680238063443	-0.49727705899849	-0.0236691823588799	-0.246390133225459	-0.929436018930543	-0.661484391731308	-1.05054815915433	-0.0712822438460176	-0.28951109770081	-0.353837432019336	-0.643581163054026	-0.431101962108118
NP_001019973.1	-0.000910320715080537	-0.087617729182206	-0.323184572717255	-0.0180911646668617	-0.327980175451084	NA	NA	NA	NA	-0.61204430940917	-1.67732076302639	-0.643398962834598	-1.61668762624752	NA	NA	NA	NA	NA
NP_001020036.1	-0.259388984432576	-0.182520394118346	-0.464590675164537	-0.218568665165264	-0.332368006281224	-0.787135966067125	-0.656801614916034	-0.487340490044274	-0.098822087251466	-0.657225757596194	-0.981646935327344	-0.65887376189439	-0.981927415682633	-0.261836949542956	-0.248937368749222	-0.0788094166467196	-0.766584909506549	-0.323057195818412
NP_001020037.1	-0.0307457219039752	0.112802361335354	-0.229745760988378	0.13720528413536	-0.182974104616451	-0.914455027051979	-0.846874359469859	-0.520750465586332	0.21219582702935	-0.314088676548341	-1.02626176785984	-0.602719634671592	-1.25956389761409	-0.0642278473282423	-0.561024105757308	-0.104641626232178	-0.977652746017761	-0.098945931779207
NP_001020038.1	-0.205220487299596	-0.166002520910515	-0.465673681729376	-0.0763578109075879	-0.348259308013789	-0.943838979365961	-0.983730117923363	-0.623007333408353	-0.0898694350078607	-0.3941234167858	-0.740914521510568	-0.615714113349496	-0.814941442556065	-0.318144560947498	-0.615151208955521	-0.766605378620031	-0.854132762314365	-0.711236513227303
NP_001020041.1	-0.340195369849281	-0.306918326103009	-0.686222750048005	0.0216906086155035	-0.369457844544211	-0.739434863484144	-0.467954523046903	-0.246144668582796	0.068754834141153	-0.507046599970049	-1.04346298674621	-0.558802392133573	-1.1004395467351	-0.596514306979343	-0.18665416565899	-0.176799832159573	-0.954265346248365	-0.21330335078962
NP_001020043.1	0.342477734425045	-0.599533501140373	-0.504203692891123	0.208104829344495	-1.23458946805156	-0.560897820599747	-0.160709822973915	-1.21559017355373	-0.40257158643847	-0.367537319569073	-1.27521281126707	-0.690266262068038	-0.65280960457777	1.14427544975058	-0.757294093476413	-1.423021739434	0.641313285536883	-1.52720364217739
NP_001020050.1	-0.328369926002442	-0.218508700943323	-0.536741044897065	-0.314267132295891	-0.57965733566033	-0.746207690269825	-0.570882410635933	-0.411202193876663	-0.102068813264575	-0.358273292190889	-0.875288455793877	-0.543696424193054	-0.962815709320889	-0.235122645012663	-0.286891376299578	-0.281979580390913	-0.746345249212218	-0.414437704080027
NP_001020056.1	0.0922740343863235	-0.280262993130719	-0.684153195106492	-0.17856620569061	-0.409830015198385	-0.681496040308706	-0.819283816420438	-0.516628398962974	-0.152077162456087	-0.658224539261612	-0.971464581305725	-0.67216657217473	-0.937120650432486	0.265595101152625	-0.336788816834866	-0.328693906443974	-0.388490261589206	-0.668539907288965
NP_001020062.1	-0.152863343518221	-0.312241473151631	-0.457067819888563	-0.104954724181855	-0.237120497863717	-1.00840878387355	-0.382707260097077	-0.258600597476628	-0.00369286103776845	-0.543821886166638	-1.32388992134188	-0.769206281118664	-0.844169572082439	-0.011718179493532	-0.671569515491834	-0.870332498550465	-0.644399122009379	-0.409672669140374
NP_001020067.1	-0.167422914108189	-0.113358451098919	-0.43840502981803	-0.0774810275564965	-0.340550878516772	-0.689164999836593	-0.537501988700755	-0.542587402656255	0.0389176753535475	-0.631699073527601	-0.950169001167991	-0.532226394976546	-0.84184680130984	0.00606993534916378	-0.429308909832288	-0.314088067379261	-0.619340369503027	-0.340990749129251
NP_001020068.1	-0.208655836574505	-0.129229366169228	-0.454061249806982	-0.120125370784491	-0.497257290738604	-0.898172888785192	-0.559104558937383	-0.614249981195873	-0.298141267531806	-0.229042861148215	-0.936350050024542	-0.338889210163899	-0.955814065438539	0.284428914417264	-0.299270624979597	-0.500302876474662	-0.449465223655301	-0.597630118452822
NP_001020069.1	-0.204112248311093	-0.24003338549888	-0.431374254262244	-0.361216139023876	-0.555032129862226	-0.84973371594428	-0.842696359205175	-0.71594955331966	-0.558523460728329	-0.477334996752125	-0.910316360790173	-0.742971860337542	-0.96375118769995	0.141571750912128	-0.513878917468584	-0.760811419685756	-0.499922361399426	-0.634994992322913
NP_001020071.1	0.31708740984796	0.0443749438736573	-0.413711266786403	-0.215992436868164	-0.861006521472643	-0.897435544650716	-0.684447585990369	-0.676158564611023	-0.379952215587411	0.0512534625196101	-0.983006515641844	-0.906586584848822	-1.70127362482524	0.0708562926807624	-0.508068463072612	-0.363111845193039	-0.552965682393873	-0.501869642379129
NP_001020077.1	-0.28208407000576	-0.151529244193638	-0.726948279064786	-0.832377778397865	-1.03376098308581	NA	NA	NA	NA	-0.266139091679403	-1.37480658132958	-0.97430670691182	-1.58744378645278	NA	NA	NA	NA	NA
NP_001020135.1	-0.380148492947225	-0.216384415008091	-0.542766868177322	-0.339511661533553	-0.60463452544463	-0.928261238433438	-0.618218270112276	-0.523991307825621	-0.1980062406305	-0.270047682650301	-0.91336972543448	-0.672025663964414	-1.15270476339331	-0.166511182372403	-0.401088513747295	-0.467415181748431	-0.591227706331326	-0.534786419008833
NP_001020136.1	-0.223515688746113	-0.0907062612568491	-0.468629647911988	-0.392429873752196	-0.30070163862222	-0.682524296284767	-0.459121030066751	-0.262312744400568	0.244181167980853	-0.362880615935783	-0.768166154082208	-0.593753675513094	-0.891934174778845	-0.670670445279571	-0.253377621905578	-0.416328014780317	-0.685675172755368	-0.219341961196974
NP_001020143.1	-0.180966158199619	0.0352865098665022	-0.299819264828185	-0.187223543777409	-0.392246803978181	-0.646913165602993	-0.287227908471922	-0.191140468838687	-0.273202016083544	-0.131737973042893	-1.08290548655825	-0.562755061048301	-1.14038168049565	-0.566761292817124	-0.586068767563387	0.036914117718967	-1.15848116424894	-0.65911741615265
NP_001020145.1	-0.429800313751316	-0.165586435801775	-0.486065582456827	-0.205634029555	-0.538873446451305	-0.712595708785978	-0.572486311893398	-0.47548704502907	-0.0623121785039232	-0.389913644107807	-0.894275032523659	-0.568899163343557	-0.908162645007436	-0.0653054876721532	-0.207981964958272	-0.22428001310298	-0.776188883865485	-0.477504497974231
NP_001020158.1	-0.101261167065165	-0.0067805663966873	-0.369460277572928	-0.120571032012566	-0.475371123539979	-0.920914891100563	-0.610737321732687	-0.552926249568784	-0.170518349160414	-0.247143390117505	-1.09487908126133	-0.539395302112468	-1.17839093517154	-0.378025538216238	-0.552430305000412	-0.691966974819555	-1.01172730289476	-0.606405085080466
NP_001020162.1	0.144938552024648	-0.209495240502993	-0.466475676580551	-0.156887042842289	-0.240729079219782	-0.817353613060145	-0.566178660548256	-0.383190807898347	-0.0396123456786653	-0.531265346421774	-0.874324346257448	-0.464248205554018	-0.837994877128314	-0.126522973514918	-0.173005753452638	0.0592869829291308	-0.754292355954382	-0.39092535632533
NP_001020163.1	-0.322636192389762	-0.433979719487348	-0.788340790467252	-0.20631210629628	-0.332380402666935	-1.14631921489651	-0.834488181369367	-0.622292105574826	-1.26500603144978	-0.749046437524321	-1.03772207467742	-0.86517087258394	-1.37221333600772	0.0981256097945519	-0.812992871853167	-1.6603124362065	-0.934951800321627	-1.07192907820208
NP_001020164.1	-0.428372447144394	-0.123645626594841	-0.54256510120929	-0.202563632386052	-0.513924234350771	-0.793139921943029	-0.655340751138249	-0.597041998054657	-0.0710402070614203	-0.169204084168836	-0.928165841422215	-0.576472903251349	-1.10643103415564	-0.0983404950616312	-0.217846807088063	-0.0769622255532977	-0.529682735298372	-0.417587744841673
NP_001020167.1	-0.0405735281667099	-0.195972360273053	-0.444291754409678	-0.31370871762584	-0.43086450318084	-0.641849148940639	-0.609483910553122	-0.332605948365583	0.0159425706440862	-0.257966226477647	-0.807191733053185	-0.745414565063824	-0.941436890328537	-0.2665173043689	-0.355453260006085	-0.162189144189394	-0.680465320446489	-0.413342216697327
NP_001020168.1	-0.330502785791284	-0.082024078108998	-0.359710689139539	-0.239362845123451	-0.271590864463094	-0.829737689415979	-0.602816723843502	-0.450672202563947	-0.131223611399468	-0.069658201012927	-0.860719408126148	-0.543154177499563	-1.0834921230664	-0.264978639944496	-0.369258627587981	-0.319952582141242	-0.826078744639353	-0.428523287773395
NP_001020169.1	-1.04611552362968	0.288737442498235	-0.93102850361914	0.0381570516674412	0.107768842221568	-0.708720154021714	-0.770595683750126	-0.32797828759012	-0.0935458565775841	-0.808769243385595	-1.8798583711242	-0.784258874973246	-2.20168815475934	-0.634377925590921	-0.252459904098302	-0.277862709272623	-0.392048513599996	-0.135905684267492
NP_001020174.1	-0.205363412722796	-0.272913469560606	-0.557850033174508	-0.41655852041327	-0.640553383136185	NA	NA	NA	NA	-0.0301820036607772	-0.657977564583496	-0.560792562249051	-1.05056614852559	NA	NA	NA	NA	NA
NP_001020177.1	-0.408180933702313	-0.354827121381521	-0.632484800941513	-0.415260848057253	-0.588324583776733	-0.829979675309842	-0.638226350662594	-0.474377677032515	0.0370172887632279	-0.486415461995496	-1.10408074616075	-0.776127064486275	-1.19314088131222	-0.110471057080053	-0.322647612834053	-0.336889791457595	-0.594693762595308	-0.475823178821635
