protein,S1_Ion_126.128,S1_Ion_127.125,S1_Ion_127.131,S1_Ion_128.128,S1_Ion_128.134,S1_Ion_129.131,S1_Ion_129.138,S1_Ion_130.135,S1_Ion_130.141,S1_Ion_131.138,S2_Ion_126.128,S2_Ion_127.125,S2_Ion_127.131,S2_Ion_128.128,S2_Ion_128.134,S2_Ion_129.131,S2_Ion_129.138,S2_Ion_130.135,S2_Ion_130.141,S2_Ion_131.138,S2_Ion_131.144
sp|P54578|UBP14_HUMAN,0.174468584,0.221705468,-0.071683014,-0.139890475,-0.018622862,-0.076709475,-0.367674668,-0.157244123,0.210460682,0.225189883,0.142947343,0.112882313,-0.054722113,-0.063174936,0.044000573,-0.180941508,-0.210340807,0.07556937,0.127981152,0.185868529,-0.180069917
sp|P54619|AAKG1_HUMAN,0.211791373,0.266079089,0.004960379,-0.073698643,0.012134326,-0.175184483,-0.406378701,-0.188902244,0.17047933,0.178719575,0.229656667,0.210177082,-0.053368583,-0.216908356,-0.146816585,-0.386403163,-0.127574946,0.126704545,0.20072834,0.21048561,-0.04668061
sp|P54646|AAPK2_HUMAN,0.080241,0.181604184,-0.031317941,-0.05874288,0.003158437,-0.059438894,-0.336083077,-0.128904659,0.162980173,0.186503658,0.109116442,0.097483302,0.015216021,-0.144941375,-0.002656816,-0.22478399,-0.180049379,0.084046748,0.146821347,0.241993194,-0.142245495
sp|P54652|HSP72_HUMAN,0.106052433,0.21368081,-0.113563807,-0.115804896,-0.123772392,0.000401846,-0.261707669,-0.117813827,0.216388488,0.196139013,0.14191494,0.034908958,-0.023706791,0.04154881,0.154611296,-0.12858762,-0.2574047,0.02887376,0.080307375,0.169764092,-0.24223012
sp|P54709|AT1B3_HUMAN,0.117022923,0.192590264,-0.105159836,-0.095710508,-0.08805205,0.001671268,-0.280926066,-0.11060297,0.194448478,0.174718497,0.042332505,0.07103856,-0.026291918,0.025468256,0.177491717,-0.082219861,-0.36062268,0.080859895,0.10026095,0.184445723,-0.212763147
sp|P54710|ATNG_HUMAN,-0.342881275,0.076556994,0.172465605,0.042588306,0.220369883,0.099662621,0.042533229,-0.195046398,-0.085321831,-0.030927133,0.102897422,-0.022517704,0.00978203,-0.250475369,0.144255065,-0.157698359,-0.218951824,0.039249112,-0.001346134,0.380652911,-0.02584715
sp|P54725|RD23A_HUMAN,0.025058794,0.144923238,-0.070765957,-0.026384549,-0.158763489,-0.053354228,-0.162077207,-0.171164914,0.220862336,0.251665978,0.204158366,-0.018043861,0.016811946,0.006828804,0.316027455,-0.123152691,-0.259729178,-0.072123275,0.072705327,0.092929479,-0.236412372
sp|P54727|RD23B_HUMAN,0.148182422,0.256971971,-0.04825838,-0.033867303,0.002231458,-0.101680706,-0.477676624,-0.152265173,0.195545492,0.210816842,0.189086152,0.180019819,0.061113884,-0.222908947,-0.056959003,-0.288956607,-0.255176712,0.126636053,0.141509208,0.272583194,-0.146947041
sp|P54750|PDE1A_HUMAN,-0.096959244,0.084075129,-0.027131629,-0.346843251,-0.017290693,0.021779327,-0.296608348,0.104115755,0.25462587,0.320237084,0.039853204,-0.041603936,-0.020736827,-0.117458159,-0.115427595,-0.256449283,-0.070735636,0.158715132,0.170987545,0.324745068,-0.071889513
sp|P54764|EPHA4_HUMAN,0.067893207,0.081251647,-0.215492472,-0.243009067,-0.146389477,0.0426208,-0.316637907,0.05639184,0.334678603,0.338692826,0.061873472,0.033051285,-0.040297081,0.053638617,0.018906795,-0.165740386,-0.110154624,0.13580691,0.086763871,0.219783997,-0.293632855
sp|P54802|ANAG_HUMAN,0.084495967,0.172497068,-0.05432245,-0.178331705,-0.034765285,0.013049987,-0.318392301,-0.082686778,0.222887397,0.175568099,0.068545188,0.016782976,-0.146282059,-0.003400836,0.10037546,-0.215619649,-0.017202737,0.097628182,0.084347588,0.224086513,-0.209260627
sp|P54803|GALC_HUMAN,0.112376741,0.2279991,-0.02100682,-0.108557745,0.046594824,-0.073367945,-0.447883351,-0.09414613,0.169819069,0.188172258,0.015293563,0.083440263,-0.167790916,-0.122991415,-0.012809141,-0.292634512,0.13299736,0.173449289,0.154875063,0.16209257,-0.125922124
sp|P54819|KAD2_HUMAN,0.220079433,0.181876823,0.043478585,-0.123684198,-0.024172275,-0.108247391,-0.379147202,-0.171101328,0.211267766,0.149649788,0.132936158,0.058048159,0.03405319,-0.127019872,0.096502066,-0.253407731,-0.156079742,0.054436104,0.161003175,0.168609252,-0.169080759
sp|P54840|GYS2_HUMAN,0.24486415,0.222722897,0.031786268,0.060326577,0.085521036,-0.267237126,-0.247394551,-0.294368994,0.099135928,0.064643815,0.154977446,0.197126224,-0.067813671,-0.216081526,-0.05485215,-0.341085736,-0.099783389,0.187583741,0.147224016,0.221692779,-0.128987733
sp|P54851|EMP2_HUMAN,0.017363597,0.176841149,0.000926839,-0.009775846,0.112526825,-0.008856002,-0.580733364,-0.178552455,0.28695266,0.183306597,0.027117821,-0.0351144,0.020577506,0.001656912,0.121296746,-0.152469988,-0.070451471,0.033285896,0.145814592,0.136825215,-0.228538829
sp|P54868|HMCS2_HUMAN,0.203899677,0.271644157,-0.019080056,0.034926503,0.124011449,-0.215148956,-0.56861791,-0.114165118,0.137278725,0.14525153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P54886|P5CS_HUMAN,0.148727951,0.182554632,-0.087352416,-0.137598104,-0.071715478,-0.001369044,-0.303196928,-0.098950687,0.168685422,0.200214654,0.071562083,0.098854116,-0.083822129,-0.039553149,0.04130891,-0.197235443,-0.030596656,-0.030781412,0.093580047,0.102813516,-0.026129882
sp|P54920|SNAA_HUMAN,0.125709095,0.200438052,-0.037049,-0.099601784,-0.032118083,-0.057967183,-0.332680243,-0.124835027,0.193587542,0.16451663,0.106195278,0.101878481,-0.011592365,-0.077570469,0.010407675,-0.24355268,-0.129571492,0.076528833,0.114011421,0.193067027,-0.139801708
sp|P54922|ADPRH_HUMAN,0.170075974,0.244488788,-0.035992189,-0.063570597,0.010960855,-0.156654651,-0.441982814,-0.082517964,0.143066021,0.212126577,0.150802375,-0.006977613,-0.036809797,-0.139337148,-0.053441616,-0.330204313,-0.111137586,0.163641379,0.188333949,0.323309325,-0.148178953
sp|P55001|MFAP2_HUMAN,0.235452377,0.269499137,-0.010819128,-0.052670638,0.215478788,-0.193484294,-0.490672583,0.010810723,0.091719653,-0.075314035,0.151986617,0.035216621,0.039577886,-0.093316676,0.032293781,-0.261413341,0.031576615,-0.023960077,-0.123002852,0.38232684,-0.171285415
sp|P55010|IF5_HUMAN,0.16012822,0.186957281,0.003225209,-0.076998862,0.002719784,-0.094397661,-0.290703986,-0.208333277,0.164975756,0.152427536,0.09073811,0.037189423,-0.081860242,-0.134215028,0.045936164,-0.231068179,-0.045727848,0.055339865,0.159427031,0.200466283,-0.096225579
sp|P55011|S12A2_HUMAN,0.058762008,0.159801484,-0.077295526,-0.143132399,-0.065071093,-0.060528933,-0.266687657,-0.070873946,0.198559166,0.266466896,0.042463061,0.101501385,-0.119162424,-0.037198438,0.103949204,-0.116627304,-0.205831248,0.145755947,0.094620501,0.162030142,-0.171500826
sp|P55036|PSMD4_HUMAN,0.102304768,0.161780047,-0.055082129,-0.095703001,-0.037772401,-0.099231632,-0.365659945,-0.139681079,0.261598877,0.267446496,0.035225456,-0.010204245,-0.069801073,-0.118653253,0.002599866,-0.210024217,-0.143331232,0.286611236,0.068156669,0.30959669,-0.150175898
sp|P55039|DRG2_HUMAN,0.107728003,0.257105645,-0.053685237,-0.095297341,0.03562567,-0.10162004,-0.332805312,-0.164855838,0.159682544,0.188121904,0.059672964,0.104535515,-0.096155613,-0.176978185,-0.03516471,-0.245489966,0.039656221,0.07081269,0.109679276,0.214579669,-0.045147862
sp|P55060|XPO2_HUMAN,0.109897774,0.15186699,-0.138233952,-0.175091148,-0.044282234,-0.019053436,-0.321233986,-0.104099641,0.274410793,0.26581884,0.087294935,0.035519628,-0.110406785,0.001411155,0.124081604,-0.128431234,-0.167199105,0.046661121,0.087736737,0.172439147,-0.149107204
sp|P55061|BI1_HUMAN,0.061189425,0.172198293,-0.026741435,-0.001494272,-0.062732452,-0.119027516,-0.118059757,-0.133092733,0.126620671,0.101139775,-0.084002055,0.014634813,-0.080426555,-0.235870897,0.050633667,-0.224232997,-0.020543103,0.161403957,0.246601394,0.240521055,-0.068719281
sp|P55072|TERA_HUMAN,0.114325234,0.200963376,-0.069308157,-0.090094837,0.032083009,-0.065777076,-0.329903539,-0.162543181,0.187467552,0.182787621,0.097643436,0.072625568,-0.051068923,-0.082453747,0.105989428,-0.185301466,-0.085746537,0.05195766,0.080925022,0.171154356,-0.1757248
sp|P55081|MFAP1_HUMAN,0.107354732,0.167815893,-0.000957785,-0.079079864,0.007040342,-0.082857595,-0.280051354,-0.124255324,0.155882168,0.129108786,0.063062932,0.419460478,-0.500459524,0.108318226,-0.38821287,-0.178209752,-0.02890619,0.494640686,-0.046586445,0.449300967,-0.392408508
sp|P55082|MFAP3_HUMAN,0.068017927,-0.000882781,-0.069034542,-0.165476872,-0.094570203,0.00814019,-0.290098019,-0.009704183,0.256577423,0.297031062,-0.162092,-0.089421188,-0.049315561,0.205754113,0.378025179,0.066067106,-0.335677278,0.047717881,0.037214211,0.049454122,-0.147726587
sp|P55083|MFAP4_HUMAN,0.301480775,0.375051017,0.057599827,0.061311643,0.182386562,-0.192333765,-0.51904414,-0.270126814,0.032592847,-0.028917952,0.095516875,0.151596341,-0.051516222,-0.5076888,-0.330357186,-0.551486443,0.139444868,0.288648631,0.344081745,0.364293182,0.057467009
sp|P55084|ECHB_HUMAN,0.135822536,0.206916412,-0.036893376,-0.126019423,-0.005187154,-0.023170679,-0.343161762,-0.149758241,0.152248374,0.189203313,0.103444413,0.106730041,-0.083076542,-0.140586528,0.00053915,-0.283065364,0.020163923,0.064275104,0.142038003,0.16126164,-0.091723842
sp|P55145|MANF_HUMAN,0.118183852,0.152345841,-0.173974693,-0.212329859,-0.152469677,0.077005671,-0.227346251,-0.122496639,0.27117047,0.269911286,0.083279887,0.083530075,-0.0727135,0.003834697,0.198844982,-0.075565736,-0.332636876,0.053090711,0.151792185,0.172590239,-0.266046665
sp|P55196|AFAD_HUMAN,0.148936343,0.200602108,-0.03243815,-0.088373444,0.010142387,-0.091670264,-0.347224286,-0.159904798,0.173723268,0.186206836,0.085682973,0.063980944,-0.046328053,-0.133245282,0.02523746,-0.244289216,-0.048639375,0.07256666,0.115767731,0.204810567,-0.095544408
sp|P55199|ELL_HUMAN,0.166523577,0.219983446,-0.028405137,0.009192824,0.067415059,-0.14534212,-0.430861362,-0.127945814,0.117278354,0.152161173,0.122878684,0.068347541,-0.004646869,-0.253892131,-0.106354063,-0.505831631,0.047979088,0.10243039,0.277870259,0.289061079,-0.037842346
sp|P55201|BRPF1_HUMAN,0.107307166,0.175732083,-0.0759137,-0.115799906,-0.03409921,-0.061100031,-0.399113511,-0.060110662,0.171090231,0.292007539,0.067232625,-0.019606321,-0.166261903,-0.198129889,-0.107669944,-0.418640161,0.738649143,-0.054040257,-0.049080256,0.147593725,0.059953239
sp|P55209|NP1L1_HUMAN,0.170400271,0.183828697,-0.130950536,-0.099446921,-0.207541485,-0.112713407,-0.412249995,-0.140784577,0.345991046,0.403466908,0.093264425,0.054973301,0.003731818,-0.04232753,0.099633652,-0.077963062,-0.273265389,0.05718521,0.143597552,0.218684553,-0.277514529
sp|P55210|CASP7_HUMAN,0.038018149,0.120859599,-0.09875595,-0.101130287,0.045138819,-0.067516855,-0.265100329,-0.104474479,0.186775549,0.246185784,-0.022530252,0.18680446,-0.030206796,-0.274655155,0.062896354,-0.142929725,-0.174333181,0.088599682,0.190694881,0.197723771,-0.08206404
sp|P55211|CASP9_HUMAN,0.140848029,0.148226219,-0.046564249,-0.061493041,-0.023787867,-0.090672064,-0.274160975,-0.151985281,0.208349893,0.151239339,0.152323202,0.069542561,-0.096159198,-0.189032268,0.045410414,-0.242755498,-0.153434607,0.091025632,0.081315979,0.314346078,-0.072582295
sp|P55212|CASP6_HUMAN,0.158855358,0.234307067,-0.034538444,-0.065581413,0.032860339,-0.099276693,-0.376013692,-0.189185502,0.196147006,0.142425974,0.142834103,0.079072058,-0.057944892,-0.158502188,0.031305532,-0.242368648,-0.042388403,0.06837265,0.106722819,0.181294634,-0.108397666
sp|P55263|ADK_HUMAN,0.154942381,0.147493415,-0.108148919,-0.166929218,-0.123728296,-0.065281897,-0.337649201,-0.064465506,0.255632764,0.308134478,0.056310141,0.050864153,-0.083349589,-0.047924236,0.013971116,-0.175037223,-0.141678189,0.205357013,0.068290591,0.190712324,-0.137516101
sp|P55265|DSRAD_HUMAN,0.180490352,0.204012061,-0.082110799,-0.117089005,-0.043071452,-0.088271895,-0.330129804,-0.058920284,0.166586031,0.168504796,0.124305305,0.154737637,-0.067130109,-0.041092897,0.063087488,-0.181537573,-0.239011287,0.112926514,0.025606881,0.223626393,-0.175518353
sp|P55283|CADH4_HUMAN,0.1070847,0.201044728,-0.068579147,-0.132305946,0.046087344,-0.060803964,-0.377668278,-0.088810108,0.178667613,0.195283059,0.118772937,0.164255989,0.082420887,0.054101232,0.008227683,-0.217945552,-0.34652363,0.236308813,0.16242605,0.150343664,-0.412388073
sp|P55285|CADH6_HUMAN,-0.044695636,0.138091249,-0.032893882,-0.140353671,0.106123385,-0.061541428,-0.385423679,-0.057877432,0.261582531,0.216988562,0.118822496,-0.044429699,-0.039971599,0.012278339,0.090299901,-0.092702947,0.014180656,0.044561108,0.017319771,0.133160235,-0.253518261
sp|P55289|CAD12_HUMAN,-0.030203546,0.119086322,-0.137207364,-0.020005342,-0.035544471,-0.030396992,-0.330117816,-0.008690293,0.208226869,0.264852633,-0.033906411,-0.044574839,-0.177637702,-0.226405213,-0.065313329,-0.219334025,0.3838103,0.147543524,0.121832485,0.178405191,-0.064419981
sp|P55327|TPD52_HUMAN,0.174376519,0.188999549,-0.099906673,-0.068733492,-0.07254945,-0.075153457,-0.410602983,-0.155833455,0.257213101,0.262190341,0.123874383,0.017241158,0.051071473,-0.084487644,0.043688865,-0.189281374,-0.222074264,0.12988735,0.138493322,0.202553455,-0.210966724
sp|P55735|SEC13_HUMAN,0.140441579,0.167022254,-0.02820547,-0.060456265,0.037093256,-0.06956454,-0.357076502,-0.171797084,0.113555905,0.228986866,0.080519585,0.061438304,-0.091906364,-0.093062229,0.13594698,-0.143282077,-0.177452797,0.084207714,0.162814997,0.160016178,-0.179240291
sp|P55769|NH2L1_HUMAN,0.150691237,0.258610733,-0.079904552,-0.102114808,-0.074177152,0.009073094,-0.325349534,-0.187354839,0.14148123,0.209044592,0.113281024,0.12627336,-0.068577769,-0.077611591,0.04495291,-0.151658513,-0.264108477,0.134113937,0.105432028,0.189609349,-0.151706257
sp|P55786|PSA_HUMAN,0.137012229,0.219194677,-0.024408525,-0.090025159,0.04675062,-0.109876091,-0.384010809,-0.183009077,0.207438408,0.180933727,0.119771058,0.102655679,-0.071792824,-0.175103296,-0.015997245,-0.248321827,-0.060171664,0.116455197,0.130003368,0.221909668,-0.119408115
sp|P55789|ALR_HUMAN,0.135236329,0.148389707,-0.03542973,-0.129669745,-0.091596648,-0.069461571,-0.363126067,-0.101696446,0.264853009,0.242501163,0.125295529,0.21305112,-0.045454322,-0.137124967,0.017156664,-0.220996648,-0.154359213,0.031364536,0.155849932,0.119647245,-0.104429874
sp|P55795|HNRH2_HUMAN,0.081324477,0.137110059,-0.084090361,-0.057308627,-0.023244567,-0.024084189,-0.319993662,-0.05647386,0.115892187,0.230868543,0.068371344,0.061071426,-0.101046665,0.007841411,0.010686181,-0.183962866,-0.051226531,0.135407788,0.121324454,0.118894784,-0.187361325
sp|P55809|SCOT1_HUMAN,0.10560495,0.242952142,-0.122872295,-0.094604488,-0.128697566,0.025803086,-0.340175922,-0.107945566,0.170260986,0.249674673,0.074043064,0.096650956,-0.10009423,-0.058563916,0.104631104,-0.165567802,-0.119646866,0.05039134,0.153051032,0.150378855,-0.185273539
sp|P55854|SUMO3_HUMAN,0.061789566,0.16102011,-0.08785369,-0.055989761,0.019731,-0.063027975,-0.305835767,-0.164060623,0.222486224,0.211740915,0.082036962,0.122567277,-0.062546899,-0.098315075,0.053894184,-0.075257713,-0.209762205,0.043590459,0.077537123,0.229308894,-0.163053006
sp|P55884|EIF3B_HUMAN,0.117552761,0.202083806,-0.082479006,-0.142981615,-0.024289442,-0.05642375,-0.402558435,-0.058188053,0.227033535,0.220250199,0.126983803,0.053716261,-0.053639026,-0.028560054,0.041941732,-0.164121975,-0.098139965,0.086128276,0.129583514,0.142259274,-0.236151839
sp|P55899|FCGRN_HUMAN,0.086458505,0.212759343,-0.139051498,-0.111765093,-0.052662622,0.05444236,-0.360130939,-0.055808507,0.107386435,0.258372017,0.054926027,0.097246142,-0.177823496,-0.067288349,-0.041174719,-0.310851859,0.200347419,0.148217258,0.10987357,0.150412281,-0.163884274
sp|P55957|BID_HUMAN,-0.029290006,0.061451351,-0.023977034,-0.078070659,0.035493778,0.060486345,-0.117825646,-0.249505773,0.02945228,0.311785363,0.02210125,-0.066211801,-0.106184045,-0.184591786,0.167100965,-0.172116599,0.159483386,-0.055874536,-0.038803089,0.210560408,0.064535848
sp|P56134|ATPK_HUMAN,0.03311584,0.259983512,-0.100260407,-0.082995512,0.026656275,-0.02516213,-0.372103895,-0.158199386,0.204589032,0.21437667,0.039100157,0.171483834,-0.098658355,-0.100427024,0.12350511,-0.143295026,-0.198496458,0.06409267,0.170178533,0.109699709,-0.13718315
sp|P56179|DLX6_HUMAN,0.201489216,0.26563788,0.02084104,-0.116003369,0.029703529,-0.045625463,-0.480122526,-0.233709217,0.127729188,0.230059723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P56181|NDUV3_HUMAN,0.069366627,0.181010351,-0.02528236,-0.057471244,-0.095836079,0.009642245,-0.369879821,-0.13136776,0.226827651,0.192990389,0.074269695,0.076697626,-0.084154088,-0.177658622,0.145645509,-0.205772154,-0.022949488,-0.009357954,0.113273673,0.203961487,-0.113955684
sp|P56182|RRP1_HUMAN,0.061997504,0.203313372,-0.037976936,-0.08957057,0.023623727,-0.039685858,-0.34979491,-0.143239571,0.186866308,0.184466933,0.047140637,0.093727601,-0.124779003,-0.042698936,0.033028355,-0.226853401,0.049445999,0.101357406,0.072805077,0.160414634,-0.163588368
sp|P56192|SYMC_HUMAN,0.164615113,0.238489652,-0.078737073,-0.11401614,-0.039866405,-0.066274895,-0.365358057,-0.113636699,0.16302231,0.211762193,0.111884902,0.119818415,-0.051203157,-0.079321489,0.012626465,-0.229162047,-0.092657365,0.061926411,0.096719797,0.16097451,-0.111606441
sp|P56199|ITA1_HUMAN,0.18602268,0.146935013,-0.050919345,-0.141322306,-0.002729314,-0.06952249,-0.344681076,-0.093474641,0.201819014,0.167872465,0.073946414,0.067565618,-0.046132311,-0.085653111,0.016059441,-0.258159385,-0.154351172,0.130294862,0.174453307,0.221517619,-0.139541283
sp|P56211|ARP19_HUMAN,0.075378864,0.094897979,-0.154511574,-0.206077687,-0.033012526,0.003441891,-0.169446969,-0.264695828,0.344981609,0.309044239,0.02402683,0.070766808,-0.076366614,-0.00487623,0.161056385,-0.088822361,-0.14244039,0.030124617,0.086525787,0.167511484,-0.227506318
sp|P56270|MAZ_HUMAN,0.070188243,0.105779627,-0.124610379,-0.064720657,0.094814715,0.017742368,-0.283950181,-0.081755958,0.122194133,0.144318089,-0.01447949,-0.008796409,-0.132895801,-0.021978175,0.227762462,-0.000563002,-0.105446462,-0.049672838,-0.029259077,0.174941505,-0.039612713
sp|P56277|CMC4_HUMAN,0.149933728,0.121255455,-0.029643948,-0.118201167,-0.143310621,-0.051385881,-0.156545156,-0.21268803,0.199288045,0.241297574,0.208961826,-0.053512566,0.042281455,-0.208537506,0.063666912,-0.229362927,-0.096080378,0.054462707,0.288933904,0.087954586,-0.158768012
sp|P56282|DPOE2_HUMAN,-0.018560521,0.319383638,-0.140759169,-0.252886348,-0.059526301,0.005969055,-0.278709941,-0.068771188,0.221179534,0.272681241,-0.062029733,0.046905103,-0.116928365,0.074389375,0.067986799,-0.071857322,0.017658651,-0.034065834,0.040143784,0.18863555,-0.150838007
sp|P56377|AP1S2_HUMAN,0.206615155,0.205805297,-0.020050572,-0.12003764,0.041322157,-0.080809592,-0.421281244,-0.11821575,0.119278923,0.187373266,0.198141486,0.227162006,-0.093683625,-0.162475267,-0.071525679,-0.378080701,-0.109628513,0.120251508,0.208271239,0.245343817,-0.183776271
sp|P56378|ATP68_HUMAN,0.013615802,0.261463068,0.028107748,-0.125781906,0.032696651,0.009140404,-0.357214816,-0.17510252,0.159595013,0.153480556,0.110577104,0.118996999,-0.03898686,-0.067251947,0.05654572,-0.237022934,-0.140859164,0.031482893,0.155440977,0.134437706,-0.123360494
sp|P56381|ATP5E_HUMAN,0.296849902,0.21820718,0.030708893,-0.183574768,-0.024629477,-0.139826518,-0.283919469,-0.234107862,0.285252452,0.035039666,0.204777613,0.090842827,-0.026816915,-0.026437498,0.03487121,-0.17545354,-0.231680141,0.117590287,0.116096742,0.188122067,-0.291912653
sp|P56385|ATP5I_HUMAN,-0.054910914,0.338886704,-0.189607834,0.020207392,-0.099268799,0.129779186,-0.351241128,-0.076261732,-0.016805511,0.299222636,-0.078643019,0.331346213,-0.241518763,0.085538144,-0.037394828,0.108287612,-0.317879528,0.316348772,-0.17398979,0.4255976,-0.417692413
sp|P56524|HDAC4_HUMAN,0.00833112,0.124350726,-0.08909337,-0.112940881,-0.030251703,-0.075594799,-0.342056989,-0.1245639,0.296338955,0.345480841,0.001763874,-0.021228176,-0.026480891,-0.055485547,0.01385417,-0.253266758,0.115628893,0.040476704,0.08901013,0.229034272,-0.13330667
sp|P56537|IF6_HUMAN,0.175628492,0.161818685,-0.06973554,-0.08468521,-0.012881839,-0.075725274,-0.368474755,-0.17618033,0.200042218,0.250193553,0.157612974,0.127763775,0.014401993,-0.110449875,-0.043398517,-0.243610696,-0.179958098,0.129212651,0.146169468,0.168329128,-0.166072803
sp|P56545|CTBP2_HUMAN,0.266829627,0.169841445,-0.099358581,-0.207206947,0.068557589,-0.148991627,-0.444105077,-0.011999572,0.226749989,0.179683153,0.065338219,0.003055754,-0.035436549,-0.10405357,0.037602019,-0.128968234,-0.073563507,0.083595425,0.135734138,0.165137458,-0.148441153
